"id","partner_id/id","icao","iata","elevation","aerodrome_type"
"aerodrome_OEBN","partner_OEBN","OEBN","","403","small_airport"
"aerodrome_OEBQ","partner_OEBQ","OEBQ","","229","small_airport"
"aerodrome_OEDF","partner_OEDF","OEDF","DMM","72","large_airport"
"aerodrome_OEDM","partner_OEDM","OEDM","DWD","3026","medium_airport"
"aerodrome_OEDR","partner_OEDR","OEDR","DHA","84","large_airport"
"aerodrome_OEDW","partner_OEDW","OEDW","","3429","closed"
"aerodrome_OEGH","partner_OEGH","OEGH","","2509","closed"
"aerodrome_OEGN","partner_OEGN","OEGN","GIZ","20","medium_airport"
"aerodrome_OEGS","partner_OEGS","OEGS","ELQ","2126","medium_airport"
"aerodrome_OEGT","partner_OEGT","OEGT","URY","1672","medium_airport"
"aerodrome_OEHL","partner_OEHL","OEHL","HAS","3331","medium_airport"
"aerodrome_OEHR","partner_OEHR","OEHR","","110","small_airport"
"aerodrome_OEHW","partner_OEHW","OEHW","","2091","small_airport"
"aerodrome_OEJB","partner_OEJB","OEJB","QJB","26","medium_airport"
"aerodrome_OEJF","partner_OEJF","OEJF","","7","medium_airport"
"aerodrome_OEJN","partner_OEJN","OEJN","JED","48","large_airport"
"aerodrome_OEKK","partner_OEKK","OEKK","KMC","1352","medium_airport"
"aerodrome_OEKM","partner_OEKM","OEKM","KMX","6778","medium_airport"
"aerodrome_OEKR","partner_OEKR","OEKR","","1300","small_airport"
"aerodrome_OEMA","partner_OEMA","OEMA","MED","2151","large_airport"
"aerodrome_OENG","partner_OENG","OENG","EAM","3982","medium_airport"
"aerodrome_OENN","partner_OENN","OENN","NUM","29","medium_airport"
"aerodrome_OENR","partner_OENR","OENR","","180","small_airport"
"aerodrome_OEPA","partner_OEPA","OEPA","AQI","1174","medium_airport"
"aerodrome_OEPC","partner_OEPC","OEPC","","1740","small_airport"
"aerodrome_OEPF","partner_OEPF","OEPF","","2530","small_airport"
"aerodrome_OEPI","partner_OEPI","OEPI","","3000","small_airport"
"aerodrome_OEPJ","partner_OEPJ","OEPJ","","2840","small_airport"
"aerodrome_OEPK","partner_OEPK","OEPK","","1000","small_airport"
"aerodrome_OEPS","partner_OEPS","OEPS","AKH","1651","medium_airport"
"aerodrome_OERB","partner_OERB","OERB","","22","small_airport"
"aerodrome_OERF","partner_OERF","OERF","RAH","1474","medium_airport"
"aerodrome_OERK","partner_OERK","OERK","RUH","2049","large_airport"
"aerodrome_OERM","partner_OERM","OERM","","13","medium_airport"
"aerodrome_OERR","partner_OERR","OERR","RAE","1813","medium_airport"
"aerodrome_OERT","partner_OERT","OERT","","6","medium_airport"
"aerodrome_OERY","partner_OERY","OERY","XXN","2082","medium_airport"
"aerodrome_OESB","partner_OESB","OESB","","300","small_airport"
"aerodrome_OESH","partner_OESH","OESH","SHW","2363","medium_airport"
"aerodrome_OESK","partner_OESK","OESK","AJF","2261","medium_airport"
"aerodrome_OESL","partner_OESL","OESL","SLF","2021","small_airport"
"aerodrome_OETB","partner_OETB","OETB","TUU","2551","medium_airport"
"aerodrome_OETF","partner_OETF","OETF","TIF","4848","medium_airport"
"aerodrome_OETH","partner_OETH","OETH","","1870","small_airport"
"aerodrome_OETN","partner_OETN","OETN","","30","medium_airport"
"aerodrome_OETR","partner_OETR","OETR","TUI","2803","medium_airport"
"aerodrome_OEUD","partner_OEUD","OEUD","","759","small_airport"
"aerodrome_OEUM","partner_OEUM","OEUM","","50","small_airport"
"aerodrome_OEWD","partner_OEWD","OEWD","WAE","2062","medium_airport"
"aerodrome_OEWJ","partner_OEWJ","OEWJ","EJH","66","medium_airport"
"aerodrome_OEYN","partner_OEYN","OEYN","YNB","26","medium_airport"
"aerodrome_OEZL","partner_OEZL","OEZL","ZUL","1900","small_airport"
"aerodrome_OG00","partner_OG00","OG00","","2695","small_airport"
"aerodrome_OG01","partner_OG01","OG01","","240","small_airport"
"aerodrome_OG02","partner_OG02","OG02","","200","small_airport"
"aerodrome_OG03","partner_OG03","OG03","","22","heliport"
"aerodrome_OG04","partner_OG04","OG04","","1450","small_airport"
"aerodrome_OG05","partner_OG05","OG05","","3850","small_airport"
"aerodrome_OG06","partner_OG06","OG06","","4305","small_airport"
"aerodrome_OG07","partner_OG07","OG07","","2770","small_airport"
"aerodrome_OG08","partner_OG08","OG08","","1805","small_airport"
"aerodrome_OG09","partner_OG09","OG09","","460","heliport"
"aerodrome_OG10","partner_OG10","OG10","","400","small_airport"
"aerodrome_OG11","partner_OG11","OG11","","138","heliport"
"aerodrome_OG12","partner_OG12","OG12","","4220","small_airport"
"aerodrome_OG13","partner_OG13","OG13","","1660","small_airport"
"aerodrome_OG14","partner_OG14","OG14","","4584","small_airport"
"aerodrome_OG15","partner_OG15","OG15","","3170","small_airport"
"aerodrome_OG16","partner_OG16","OG16","","275","small_airport"
"aerodrome_OG17","partner_OG17","OG17","","4930","small_airport"
"aerodrome_OG18","partner_OG18","OG18","","4130","small_airport"
"aerodrome_OG19","partner_OG19","OG19","","2385","small_airport"
"aerodrome_OG20","partner_OG20","OG20","","525","small_airport"
"aerodrome_OG21","partner_OG21","OG21","","3625","small_airport"
"aerodrome_OG22","partner_OG22","OG22","","495","heliport"
"aerodrome_OG23","partner_OG23","OG23","","330","small_airport"
"aerodrome_OG24","partner_OG24","OG24","","730","small_airport"
"aerodrome_OG25","partner_OG25","OG25","","1310","small_airport"
"aerodrome_OG26","partner_OG26","OG26","","250","small_airport"
"aerodrome_OG27","partner_OG27","OG27","","3500","small_airport"
"aerodrome_OG28","partner_OG28","OG28","","1139","small_airport"
"aerodrome_OG29","partner_OG29","OG29","","658","small_airport"
"aerodrome_OG30","partner_OG30","OG30","","420","small_airport"
"aerodrome_OG31","partner_OG31","OG31","","1504","small_airport"
"aerodrome_OG32","partner_OG32","OG32","","364","heliport"
"aerodrome_OG33","partner_OG33","OG33","","1357","small_airport"
"aerodrome_OG34","partner_OG34","OG34","","252","small_airport"
"aerodrome_OG35","partner_OG35","OG35","","2299","heliport"
"aerodrome_OG36","partner_OG36","OG36","","302","small_airport"
"aerodrome_OG37","partner_OG37","OG37","","274","heliport"
"aerodrome_OG38","partner_OG38","OG38","","159","heliport"
"aerodrome_OG39","partner_OG39","OG39","","2080","small_airport"
"aerodrome_OG40","partner_OG40","OG40","","485","small_airport"
"aerodrome_OG41","partner_OG41","OG41","","1550","small_airport"
"aerodrome_OG42","partner_OG42","OG42","","1610","small_airport"
"aerodrome_OG43","partner_OG43","OG43","","160","heliport"
"aerodrome_OG44","partner_OG44","OG44","","155","small_airport"
"aerodrome_OG45","partner_OG45","OG45","","4640","small_airport"
"aerodrome_OG46","partner_OG46","OG46","","260","heliport"
"aerodrome_OG47","partner_OG47","OG47","","3455","heliport"
"aerodrome_OG48","partner_OG48","OG48","","360","small_airport"
"aerodrome_OG49","partner_OG49","OG49","","300","small_airport"
"aerodrome_OG50","partner_OG50","OG50","","2555","small_airport"
"aerodrome_OG51","partner_OG51","OG51","","3780","small_airport"
"aerodrome_OG52","partner_OG52","OG52","","260","small_airport"
"aerodrome_OG53","partner_OG53","OG53","","4225","small_airport"
"aerodrome_OG54","partner_OG54","OG54","","3300","small_airport"
"aerodrome_OG55","partner_OG55","OG55","","207","heliport"
"aerodrome_OG56","partner_OG56","OG56","","42","heliport"
"aerodrome_OG57","partner_OG57","OG57","","13","heliport"
"aerodrome_OG58","partner_OG58","OG58","","1212","heliport"
"aerodrome_OG62","partner_OG62","OG62","","608","heliport"
"aerodrome_OG63","partner_OG63","OG63","","211","small_airport"
"aerodrome_OG64","partner_OG64","OG64","","589","heliport"
"aerodrome_OGE","partner_OGE","OGE","OGE","5850","small_airport"
"aerodrome_OGM","partner_OGM","OGM","OGM","13","small_airport"
"aerodrome_OH02","partner_OH02","OH02","","694","closed"
"aerodrome_OH03","partner_OH03","OH03","","678","small_airport"
"aerodrome_OH05","partner_OH05","OH05","","938","heliport"
"aerodrome_OH07","partner_OH07","OH07","","1190","small_airport"
"aerodrome_OH10","partner_OH10","OH10","","986","heliport"
"aerodrome_OH11","partner_OH11","OH11","","930","closed"
"aerodrome_OH12","partner_OH12","OH12","","1175","heliport"
"aerodrome_OH13","partner_OH13","OH13","","1285","small_airport"
"aerodrome_OH14","partner_OH14","OH14","","970","closed"
"aerodrome_OH15","partner_OH15","OH15","","1080","small_airport"
"aerodrome_OH16","partner_OH16","OH16","","740","closed"
"aerodrome_OH17","partner_OH17","OH17","","1100","closed"
"aerodrome_OH18","partner_OH18","OH18","","885","small_airport"
"aerodrome_OH19","partner_OH19","OH19","","725","small_airport"
"aerodrome_OH20","partner_OH20","OH20","","1000","closed"
"aerodrome_OH21","partner_OH21","OH21","","1190","small_airport"
"aerodrome_OH22","partner_OH22","OH22","","1130","small_airport"
"aerodrome_OH23","partner_OH23","OH23","","720","heliport"
"aerodrome_OH24","partner_OH24","OH24","","1040","closed"
"aerodrome_OH25","partner_OH25","OH25","","969","heliport"
"aerodrome_OH26","partner_OH26","OH26","","1160","small_airport"
"aerodrome_OH27","partner_OH27","OH27","","1170","small_airport"
"aerodrome_OH28","partner_OH28","OH28","","990","small_airport"
"aerodrome_OH29","partner_OH29","OH29","","1174","small_airport"
"aerodrome_OH30","partner_OH30","OH30","","890","heliport"
"aerodrome_OH31","partner_OH31","OH31","","940","heliport"
"aerodrome_OH32","partner_OH32","OH32","","835","closed"
"aerodrome_OH33","partner_OH33","OH33","","840","closed"
"aerodrome_OH34","partner_OH34","OH34","","1015","small_airport"
"aerodrome_OH35","partner_OH35","OH35","","900","small_airport"
"aerodrome_OH36","partner_OH36","OH36","","700","small_airport"
"aerodrome_OH37","partner_OH37","OH37","","690","closed"
"aerodrome_OH38","partner_OH38","OH38","","780","small_airport"
"aerodrome_OH39","partner_OH39","OH39","","1000","closed"
"aerodrome_OH41","partner_OH41","OH41","","945","closed"
"aerodrome_OH42","partner_OH42","OH42","","1260","small_airport"
"aerodrome_OH43","partner_OH43","OH43","","800","small_airport"
"aerodrome_OH44","partner_OH44","OH44","","945","small_airport"
"aerodrome_OH45","partner_OH45","OH45","","655","small_airport"
"aerodrome_OH46","partner_OH46","OH46","","747","heliport"
"aerodrome_OH47","partner_OH47","OH47","","619","heliport"
"aerodrome_OH48","partner_OH48","OH48","","1077","small_airport"
"aerodrome_OH49","partner_OH49","OH49","","873","heliport"
"aerodrome_OH50","partner_OH50","OH50","","780","small_airport"
"aerodrome_OH51","partner_OH51","OH51","","930","closed"
"aerodrome_OH52","partner_OH52","OH52","","733","heliport"
"aerodrome_OH53","partner_OH53","OH53","","1354","heliport"
"aerodrome_OH54","partner_OH54","OH54","","783","heliport"
"aerodrome_OH55","partner_OH55","OH55","","800","closed"
"aerodrome_OH56","partner_OH56","OH56","","914","closed"
"aerodrome_OH57","partner_OH57","OH57","","955","small_airport"
"aerodrome_OH58","partner_OH58","OH58","","850","heliport"
"aerodrome_OH59","partner_OH59","OH59","","914","small_airport"
"aerodrome_OH60","partner_OH60","OH60","","780","small_airport"
"aerodrome_OH61","partner_OH61","OH61","","900","small_airport"
"aerodrome_OH63","partner_OH63","OH63","","955","small_airport"
"aerodrome_OH64","partner_OH64","OH64","","695","small_airport"
"aerodrome_OH65","partner_OH65","OH65","","895","small_airport"
"aerodrome_OH66","partner_OH66","OH66","","835","small_airport"
"aerodrome_OH67","partner_OH67","OH67","","1018","closed"
"aerodrome_OH68","partner_OH68","OH68","","590","small_airport"
"aerodrome_OH69","partner_OH69","OH69","","988","heliport"
"aerodrome_OH70","partner_OH70","OH70","","840","heliport"
"aerodrome_OH71","partner_OH71","OH71","","1180","small_airport"
"aerodrome_OH72","partner_OH72","OH72","","730","heliport"
"aerodrome_OH73","partner_OH73","OH73","","725","heliport"
"aerodrome_OH74","partner_OH74","OH74","","1210","small_airport"
"aerodrome_OH75","partner_OH75","OH75","","1011","heliport"
"aerodrome_OH76","partner_OH76","OH76","","587","heliport"
"aerodrome_OH77","partner_OH77","OH77","","1008","small_airport"
"aerodrome_OH78","partner_OH78","OH78","","1005","small_airport"
"aerodrome_OH79","partner_OH79","OH79","","630","heliport"
"aerodrome_OH80","partner_OH80","OH80","","850","heliport"
"aerodrome_OH81","partner_OH81","OH81","","890","closed"
"aerodrome_OH82","partner_OH82","OH82","","725","small_airport"
"aerodrome_OH83","partner_OH83","OH83","","880","heliport"
"aerodrome_OH84","partner_OH84","OH84","","863","heliport"
"aerodrome_OH85","partner_OH85","OH85","","742","heliport"
"aerodrome_OH86","partner_OH86","OH86","","800","closed"
"aerodrome_OH87","partner_OH87","OH87","","651","closed"
"aerodrome_OH88","partner_OH88","OH88","","1066","small_airport"
"aerodrome_OH89","partner_OH89","OH89","","726","heliport"
"aerodrome_OH90","partner_OH90","OH90","","763","small_airport"
"aerodrome_OH91","partner_OH91","OH91","","775","small_airport"
"aerodrome_OH92","partner_OH92","OH92","","1070","small_airport"
"aerodrome_OH93","partner_OH93","OH93","","972","small_airport"
"aerodrome_OH94","partner_OH94","OH94","","674","closed"
"aerodrome_OH95","partner_OH95","OH95","","880","small_airport"
"aerodrome_OH96","partner_OH96","OH96","","953","small_airport"
"aerodrome_OH97","partner_OH97","OH97","","1165","small_airport"
"aerodrome_OH98","partner_OH98","OH98","","1050","closed"
"aerodrome_OH99","partner_OH99","OH99","","935","small_airport"
"aerodrome_OI01","partner_OI01","OI01","","750","small_airport"
"aerodrome_OI03","partner_OI03","OI03","","2717","small_airport"
"aerodrome_OI05","partner_OI05","OI05","","625","heliport"
"aerodrome_OI06","partner_OI06","OI06","","935","small_airport"
"aerodrome_OI07","partner_OI07","OI07","","1110","small_airport"
"aerodrome_OI08","partner_OI08","OI08","","1200","small_airport"
"aerodrome_OI11","partner_OI11","OI11","","1060","small_airport"
"aerodrome_OI12","partner_OI12","OI12","","940","closed"
"aerodrome_OI13","partner_OI13","OI13","","6970","small_airport"
"aerodrome_OI19","partner_OI19","OI19","","3258","small_airport"
"aerodrome_OI1C","partner_OI1C","OI1C","","-64","small_airport"
"aerodrome_OI20","partner_OI20","OI20","IAQ","20","small_airport"
"aerodrome_OI22","partner_OI22","OI22","","755","small_airport"
"aerodrome_OI23","partner_OI23","OI23","","867","heliport"
"aerodrome_OI24","partner_OI24","OI24","","1095","heliport"
"aerodrome_OI25","partner_OI25","OI25","","960","small_airport"
"aerodrome_OI26","partner_OI26","OI26","","890","small_airport"
"aerodrome_OI27","partner_OI27","OI27","","640","small_airport"
"aerodrome_OI28","partner_OI28","OI28","","1440","small_airport"
"aerodrome_OI29","partner_OI29","OI29","","610","closed"
"aerodrome_OI31","partner_OI31","OI31","","960","small_airport"
"aerodrome_OI32","partner_OI32","OI32","","1105","small_airport"
"aerodrome_OI33","partner_OI33","OI33","","1035","heliport"
"aerodrome_OI34","partner_OI34","OI34","","905","small_airport"
"aerodrome_OI35","partner_OI35","OI35","","620","heliport"
"aerodrome_OI36","partner_OI36","OI36","","990","small_airport"
"aerodrome_OI37","partner_OI37","OI37","","800","heliport"
"aerodrome_OI38","partner_OI38","OI38","","1400","small_airport"
"aerodrome_OI39","partner_OI39","OI39","","760","small_airport"
"aerodrome_OI40","partner_OI40","OI40","","890","small_airport"
"aerodrome_OI41","partner_OI41","OI41","","1300","small_airport"
"aerodrome_OI42","partner_OI42","OI42","","950","small_airport"
"aerodrome_OI43","partner_OI43","OI43","","760","heliport"
"aerodrome_OI44","partner_OI44","OI44","","611","heliport"
"aerodrome_OI45","partner_OI45","OI45","","1250","small_airport"
"aerodrome_OI46","partner_OI46","OI46","","1180","small_airport"
"aerodrome_OI47","partner_OI47","OI47","","717","heliport"
"aerodrome_OI48","partner_OI48","OI48","","725","heliport"
"aerodrome_OI49","partner_OI49","OI49","","975","small_airport"
"aerodrome_OI50","partner_OI50","OI50","","783","heliport"
"aerodrome_OI51","partner_OI51","OI51","","825","heliport"
"aerodrome_OI52","partner_OI52","OI52","","1045","small_airport"
"aerodrome_OI53","partner_OI53","OI53","","640","heliport"
"aerodrome_OI54","partner_OI54","OI54","","610","heliport"
"aerodrome_OI55","partner_OI55","OI55","","1010","small_airport"
"aerodrome_OI56","partner_OI56","OI56","","1055","small_airport"
"aerodrome_OI57","partner_OI57","OI57","","970","small_airport"
"aerodrome_OI58","partner_OI58","OI58","","1090","small_airport"
"aerodrome_OI59","partner_OI59","OI59","","690","small_airport"
"aerodrome_OI60","partner_OI60","OI60","","1230","small_airport"
"aerodrome_OI61","partner_OI61","OI61","","710","heliport"
"aerodrome_OI62","partner_OI62","OI62","","1200","small_airport"
"aerodrome_OI63","partner_OI63","OI63","","950","heliport"
"aerodrome_OI64","partner_OI64","OI64","","1145","small_airport"
"aerodrome_OI65","partner_OI65","OI65","","191","heliport"
"aerodrome_OI66","partner_OI66","OI66","","980","closed"
"aerodrome_OI67","partner_OI67","OI67","","1250","closed"
"aerodrome_OI68","partner_OI68","OI68","","1000","small_airport"
"aerodrome_OI69","partner_OI69","OI69","","640","small_airport"
"aerodrome_OI72","partner_OI72","OI72","","859","small_airport"
"aerodrome_OI73","partner_OI73","OI73","","1060","small_airport"
"aerodrome_OI75","partner_OI75","OI75","","763","heliport"
"aerodrome_OI76","partner_OI76","OI76","","1020","seaplane_base"
"aerodrome_OI77","partner_OI77","OI77","","715","small_airport"
"aerodrome_OI78","partner_OI78","OI78","","823","closed"
"aerodrome_OI79","partner_OI79","OI79","","630","heliport"
"aerodrome_OI80","partner_OI80","OI80","","1210","heliport"
"aerodrome_OI81","partner_OI81","OI81","","1170","small_airport"
"aerodrome_OI82","partner_OI82","OI82","","800","small_airport"
"aerodrome_OI83","partner_OI83","OI83","","1093","heliport"
"aerodrome_OI84","partner_OI84","OI84","","855","small_airport"
"aerodrome_OI85","partner_OI85","OI85","","960","small_airport"
"aerodrome_OI86","partner_OI86","OI86","","1126","heliport"
"aerodrome_OI87","partner_OI87","OI87","","593","heliport"
"aerodrome_OI88","partner_OI88","OI88","","1109","small_airport"
"aerodrome_OI89","partner_OI89","OI89","","866","small_airport"
"aerodrome_OI90","partner_OI90","OI90","","991","closed"
"aerodrome_OI91","partner_OI91","OI91","","990","small_airport"
"aerodrome_OI92","partner_OI92","OI92","","675","closed"
"aerodrome_OI93","partner_OI93","OI93","","760","heliport"
"aerodrome_OI94","partner_OI94","OI94","","550","heliport"
"aerodrome_OI95","partner_OI95","OI95","","785","heliport"
"aerodrome_OI96","partner_OI96","OI96","","798","heliport"
"aerodrome_OI97","partner_OI97","OI97","","806","heliport"
"aerodrome_OI98","partner_OI98","OI98","","745","heliport"
"aerodrome_OI99","partner_OI99","OI99","","875","closed"
"aerodrome_OIAA","partner_OIAA","OIAA","ABD","10","medium_airport"
"aerodrome_OIAD","partner_OIAD","OIAD","DEF","474","small_airport"
"aerodrome_OIAG","partner_OIAG","OIAG","AKW","88","medium_airport"
"aerodrome_OIAH","partner_OIAH","OIAH","GCH","2414","medium_airport"
"aerodrome_OIAI","partner_OIAI","OIAI","","1206","medium_airport"
"aerodrome_OIAJ","partner_OIAJ","OIAJ","OMI","85","small_airport"
"aerodrome_OIAM","partner_OIAM","OIAM","MRX","8","medium_airport"
"aerodrome_OIAW","partner_OIAW","OIAW","AWZ","66","medium_airport"
"aerodrome_OIBA","partner_OIBA","OIBA","AEU","23","medium_airport"
"aerodrome_OIBB","partner_OIBB","OIBB","BUZ","68","medium_airport"
"aerodrome_OIBH","partner_OIBH","OIBH","","1350","small_airport"
"aerodrome_OIBI","partner_OIBI","OIBI","YEH","15","closed"
"aerodrome_OIBJ","partner_OIBJ","OIBJ","KNR","2173","medium_airport"
"aerodrome_OIBK","partner_OIBK","OIBK","KIH","101","medium_airport"
"aerodrome_OIBL","partner_OIBL","OIBL","BDH","67","medium_airport"
"aerodrome_OIBN","partner_OIBN","OIBN","","265","small_airport"
"aerodrome_OIBP","partner_OIBP","OIBP","PGU","27","medium_airport"
"aerodrome_OIBQ","partner_OIBQ","OIBQ","KHK","17","medium_airport"
"aerodrome_OIBS","partner_OIBS","OIBS","SXI","43","medium_airport"
"aerodrome_OIBV","partner_OIBV","OIBV","LVP","76","medium_airport"
"aerodrome_OICB","partner_OICB","OICB","","4911","small_airport"
"aerodrome_OICC","partner_OICC","OICC","KSH","4307","medium_airport"
"aerodrome_OICD","partner_OICD","OICD","","2600","small_airport"
"aerodrome_OICG","partner_OICG","OICG","","","small_airport"
"aerodrome_OICI","partner_OICI","OICI","IIL","4404","medium_airport"
"aerodrome_OICK","partner_OICK","OICK","KHD","3782","medium_airport"
"aerodrome_OICS","partner_OICS","OICS","SDG","4522","medium_airport"
"aerodrome_OICZ","partner_OICZ","OICZ","","6505","small_airport"
"aerodrome_OIFE","partner_OIFE","OIFE","IFH","5256","small_airport"
"aerodrome_OIFH","partner_OIFH","OIFH","","5310","small_airport"
"aerodrome_OIFK","partner_OIFK","OIFK","KKS","3465","medium_airport"
"aerodrome_OIFM","partner_OIFM","OIFM","IFN","5059","medium_airport"
"aerodrome_OIFP","partner_OIFP","OIFP","","5242","medium_airport"
"aerodrome_OIFS","partner_OIFS","OIFS","CQD","6723","medium_airport"
"aerodrome_OIFV","partner_OIFV","OIFV","","5650","small_airport"
"aerodrome_OIGG","partner_OIGG","OIGG","RAS","-40","medium_airport"
"aerodrome_OIHH","partner_OIHH","OIHH","HDM","5755","medium_airport"
"aerodrome_OIHM","partner_OIHM","OIHM","","5662","small_airport"
"aerodrome_OIHR","partner_OIHR","OIHR","AJK","5440","small_airport"
"aerodrome_OIHS","partner_OIHS","OIHS","","5609","medium_airport"
"aerodrome_OIIA","partner_OIIA","OIIA","","3769","small_airport"
"aerodrome_OIIC","partner_OIIC","OIIC","","3008","small_airport"
"aerodrome_OIID","partner_OIID","OIID","","4046","small_airport"
"aerodrome_OIIE","partner_OIIE","OIIE","IKA","3305","large_airport"
"aerodrome_OIIG","partner_OIIG","OIIG","","3627","medium_airport"
"aerodrome_OIII","partner_OIII","OIII","THR","3962","large_airport"
"aerodrome_OIIK","partner_OIIK","OIIK","GZW","4184","medium_airport"
"aerodrome_OIIM","partner_OIIM","OIIM","","4040","medium_airport"
"aerodrome_OIIP","partner_OIIP","OIIP","PYK","4170","medium_airport"
"aerodrome_OIIQ","partner_OIIQ","OIIQ","","","small_airport"
"aerodrome_OIIS","partner_OIIS","OIIS","SNX","3665","small_airport"
"aerodrome_OIIU","partner_OIIU","OIIU","","3887","small_airport"
"aerodrome_OIKB","partner_OIKB","OIKB","BND","22","medium_airport"
"aerodrome_OIKF","partner_OIKF","OIKF","","7385","small_airport"
"aerodrome_OIKJ","partner_OIKJ","OIKJ","JYR","2663","medium_airport"
"aerodrome_OIKK","partner_OIKK","OIKK","KER","5741","medium_airport"
"aerodrome_OIKM","partner_OIKM","OIKM","BXR","3231","medium_airport"
"aerodrome_OIKP","partner_OIKP","OIKP","HDR","19","small_airport"
"aerodrome_OIKQ","partner_OIKQ","OIKQ","","45","medium_airport"
"aerodrome_OIKR","partner_OIKR","OIKR","RJN","5298","medium_airport"
"aerodrome_OIKY","partner_OIKY","OIKY","SYJ","5846","medium_airport"
"aerodrome_OIMB","partner_OIMB","OIMB","XBJ","4952","medium_airport"
"aerodrome_OIMC","partner_OIMC","OIMC","CKT","945","medium_airport"
"aerodrome_OIMD","partner_OIMD","OIMD","","","small_airport"
"aerodrome_OIMH","partner_OIMH","OIMH","","4363","small_airport"
"aerodrome_OIMJ","partner_OIMJ","OIMJ","RUD","4215","small_airport"
"aerodrome_OIMM","partner_OIMM","OIMM","MHD","3263","large_airport"
"aerodrome_OIMN","partner_OIMN","OIMN","BJB","3499","medium_airport"
"aerodrome_OIMS","partner_OIMS","OIMS","AFZ","3010","medium_airport"
"aerodrome_OIMT","partner_OIMT","OIMT","TCX","2312","medium_airport"
"aerodrome_OIMX","partner_OIMX","OIMX","","2460","small_airport"
"aerodrome_OINA","partner_OINA","OINA","","318","small_airport"
"aerodrome_OINB","partner_OINB","OINB","","-49","small_airport"
"aerodrome_OINE","partner_OINE","OINE","KLM","425","small_airport"
"aerodrome_OING","partner_OING","OING","GBT","-24","medium_airport"
"aerodrome_OINH","partner_OINH","OINH","","137","small_airport"
"aerodrome_OINI","partner_OINI","OINI","","","small_airport"
"aerodrome_OINJ","partner_OINJ","OINJ","BSM","-79","small_airport"
"aerodrome_OINM","partner_OINM","OINM","","","small_airport"
"aerodrome_OINN","partner_OINN","OINN","NSH","-61","medium_airport"
"aerodrome_OINR","partner_OINR","OINR","RZR","-70","medium_airport"
"aerodrome_OINZ","partner_OINZ","OINZ","SRY","35","medium_airport"
"aerodrome_OISA","partner_OISA","OISA","","5320","small_airport"
"aerodrome_OISD","partner_OISD","OISD","","3600","small_airport"
"aerodrome_OISF","partner_OISF","OISF","FAZ","4261","medium_airport"
"aerodrome_OISJ","partner_OISJ","OISJ","JAR","3358","small_airport"
"aerodrome_OISL","partner_OISL","OISL","LRR","2641","medium_airport"
"aerodrome_OISO","partner_OISO","OISO","","5500","small_airport"
"aerodrome_OISR","partner_OISR","OISR","LFM","1337","small_airport"
"aerodrome_OISS","partner_OISS","OISS","SYZ","4927","large_airport"
"aerodrome_OISY","partner_OISY","OISY","YES","5939","medium_airport"
"aerodrome_OITK","partner_OITK","OITK","KHY","3981","small_airport"
"aerodrome_OITL","partner_OITL","OITL","ADU","4315","medium_airport"
"aerodrome_OITM","partner_OITM","OITM","ACP","4396","small_airport"
"aerodrome_OITP","partner_OITP","OITP","PFQ","251","small_airport"
"aerodrome_OITR","partner_OITR","OITR","OMH","4343","medium_airport"
"aerodrome_OITS","partner_OITS","OITS","","4880","small_airport"
"aerodrome_OITT","partner_OITT","OITT","TBZ","4459","large_airport"
"aerodrome_OITU","partner_OITU","OITU","IMQ","","small_airport"
"aerodrome_OITZ","partner_OITZ","OITZ","JWN","5382","medium_airport"
"aerodrome_OIYB","partner_OIYB","OIYB","","","small_airport"
"aerodrome_OIYY","partner_OIYY","OIYY","AZD","4054","medium_airport"
"aerodrome_OIZB","partner_OIZB","OIZB","ACZ","1628","medium_airport"
"aerodrome_OIZC","partner_OIZC","OIZC","ZBR","43","medium_airport"
"aerodrome_OIZH","partner_OIZH","OIZH","ZAH","4564","medium_airport"
"aerodrome_OIZI","partner_OIZI","OIZI","IHR","2040","medium_airport"
"aerodrome_OIZJ","partner_OIZJ","OIZJ","JSK","19","small_airport"
"aerodrome_OIZS","partner_OIZS","OIZS","","3930","small_airport"
"aerodrome_OJ38","partner_OJ38","OJ38","","2400","small_airport"
"aerodrome_OJ40","partner_OJ40","OJ40","","1706","medium_airport"
"aerodrome_OJAI","partner_OJAI","OJAI","AMM","2395","large_airport"
"aerodrome_OJAM","partner_OJAM","OJAM","ADJ","2555","medium_airport"
"aerodrome_OJAQ","partner_OJAQ","OJAQ","AQJ","175","medium_airport"
"aerodrome_OJHF","partner_OJHF","OJHF","","2220","small_airport"
"aerodrome_OJHR","partner_OJHR","OJHR","","2250","small_airport"
"aerodrome_OJJR","partner_OJJR","OJJR","JRS","2485","closed"
"aerodrome_OJMF","partner_OJMF","OJMF","OMF","2240","small_airport"
"aerodrome_OK00","partner_OK00","OK00","","954","small_airport"
"aerodrome_OK01","partner_OK01","OK01","","675","small_airport"
"aerodrome_OK02","partner_OK02","OK02","","1160","small_airport"
"aerodrome_OK03","partner_OK03","OK03","DWN","1180","closed"
"aerodrome_OK04","partner_OK04","OK04","","850","small_airport"
"aerodrome_OK05","partner_OK05","OK05","","1660","small_airport"
"aerodrome_OK06","partner_OK06","OK06","","1130","small_airport"
"aerodrome_OK07","partner_OK07","OK07","","1115","small_airport"
"aerodrome_OK08","partner_OK08","OK08","","1100","small_airport"
"aerodrome_OK09","partner_OK09","OK09","","931","heliport"
"aerodrome_OK10","partner_OK10","OK10","","1020","closed"
